j0,j1,j2,j3,j4,j5,j6
0.775946,0.279496,0.42962,-2.34574,-0.171896,2.60815,0.634537
0.775948,0.279493,0.429619,-2.34574,-0.171896,2.60815,0.634541
0.775949,0.279493,0.42962,-2.34574,-0.171895,2.60815,0.634536
0.77595,0.279494,0.429619,-2.34574,-0.171896,2.60815,0.634537
0.775951,0.279494,0.429618,-2.34574,-0.171895,2.60815,0.63454
0.775953,0.279493,0.429623,-2.34574,-0.171896,2.60815,0.634542
0.775946,0.279496,0.429623,-2.34574,-0.171895,2.60815,0.634537
0.775945,0.279494,0.429619,-2.34575,-0.171896,2.60815,0.634542
0.77595,0.279486,0.429621,-2.34574,-0.171896,2.60815,0.634538
0.775948,0.27949,0.429623,-2.34574,-0.171896,2.60815,0.634537
0.775948,0.279491,0.429621,-2.34574,-0.171899,2.60815,0.634539
0.775948,0.279494,0.429618,-2.34574,-0.171896,2.60815,0.634542
0.775948,0.279484,0.429621,-2.34574,-0.171896,2.60815,0.634543
0.775946,0.279487,0.429615,-2.34574,-0.171896,2.60815,0.634538
0.77595,0.279491,0.429617,-2.34574,-0.171895,2.60815,0.634542
0.775951,0.279494,0.429619,-2.34575,-0.171896,2.60815,0.634539
0.775948,0.279488,0.429621,-2.34575,-0.171896,2.60815,0.634536
0.775951,0.27949,0.42962,-2.34575,-0.171895,2.60815,0.63454
0.775944,0.279491,0.429621,-2.34574,-0.171894,2.60815,0.63454
