f0,f1,f2,e0,e1,e2,e3,e4,e5
0.0714111,0.0539551,0.0405884,0.000181234,2.65271e-05,-0.000165524,4.98727e-05,0.000319598,-0.000275481
0.0753784,0.020752,0.0405884,0.000179393,2.54572e-05,-0.000171509,4.92355e-05,0.000330738,-0.000281658
0.0753784,-0.0124512,0,0.000183846,2.41951e-05,-0.00016958,4.55119e-05,0.000332522,-0.000286306
0.0595093,-0.0332031,0.0324707,0.000185053,2.85934e-05,-0.000170271,4.61591e-05,0.000335752,-0.000279248
0.0595093,-0.0166016,0,0.000189945,2.31738e-05,-0.000169337,4.18473e-05,0.000339632,-0.000288306
0.115051,-0.00830078,-0.129883,0.000189583,2.08582e-05,-0.000172322,3.33479e-05,0.00034952,-0.000288258
0.0991821,0.0124512,-0.10553,0.000192244,2.10382e-05,-0.000172589,3.05212e-05,0.000353354,-0.000288284
0.14679,-0.00415039,-0.0405884,0.000196425,1.04481e-05,-0.000170136,2.81381e-05,0.000353936,-0.000300935
0.162659,0.0581055,-0.0892944,0.000197265,1.89011e-05,-0.000173099,2.51312e-05,0.000360828,-0.00029399
0.182495,0.0705566,-0.0487061,0.000199838,1.2805e-05,-0.00017261,1.61011e-05,0.000364743,-0.000298315
0.150757,0.0581055,-0.024353,0.000204571,1.7552e-05,-0.000170388,1.89661e-05,0.000364111,-0.000296489
0.083313,0.0788574,-0.0974121,0.000206248,1.68127e-05,-0.000174144,1.84567e-05,0.000368907,-0.000298207
0.0357056,0.0788574,-0.0649414,0.000212249,1.40385e-05,-0.000171843,2.04329e-05,0.000365445,-0.00030418
-0.00793457,0.141113,-0.0892944,0.000211204,1.86336e-05,-0.000174252,1.28985e-05,0.000372708,-0.000300782
-0.0396729,0.124512,-0.0892944,0.00021483,1.10681e-05,-0.000172843,8.25936e-06,0.000374502,-0.000304981
-0.0436401,0.128662,0.00811768,0.000217616,1.72166e-05,-0.000174006,1.1031e-05,0.000377,-0.000302143
-0.0396729,0.161865,-0.024353,0.000221728,2.06024e-05,-0.000169404,9.99883e-06,0.000374793,-0.000304243
-0.0357056,0.153564,-0.0162354,0.000219205,1.93009e-05,-0.000176754,5.84257e-06,0.000384394,-0.000301459
-0.0396729,0.136963,-0.0487061,0.000226424,1.56028e-05,-0.000173695,6.13236e-06,0.00038277,-0.000307817
0.0158691,0.153564,-0.129883,0.000230252,1.81921e-05,-0.000175546,9.29116e-06,0.000381883,-0.000308719
0.0357056,0.166016,-0.162354,0.000232245,1.86102e-05,-0.000175689,3.40654e-06,0.000386047,-0.00030906
0.0436401,0.190918,0.0487061,0.000232825,1.77741e-05,-0.000177699,1.16247e-07,0.000391444,-0.000310452
0.0515747,0.178467,-0.138,0.000234709,1.76635e-05,-0.000177462,-3.8875e-06,0.000392105,-0.00030827
0.0634766,0.170166,-0.0892944,0.000237845,2.11839e-05,-0.000177915,-2.79339e-06,0.00039359,-0.000306994
0.0198364,0.199219,-0.0649414,0.000239994,2.00389e-05,-0.000179707,-5.62993e-06,0.00039667,-0.000310835
-0.0119019,0.178467,-0.0811768,0.000245302,1.85295e-05,-0.000177246,-4.22653e-06,0.000393764,-0.000314568
-0.0238037,0.157715,-0.0162354,0.000245126,2.319e-05,-0.000179436,-6.58627e-06,0.000400049,-0.000308273
-0.0714111,0.10791,0.00811768,0.000251303,2.32514e-05,-0.000178152,-2.59542e-06,0.000396565,-0.000314879
-0.055542,0.0913086,-0.024353,0.00025449,2.18737e-05,-0.00017777,-1.10083e-05,0.000403623,-0.000316508
-0.055542,0.0913086,-0.0568237,0.000255865,2.00076e-05,-0.000180136,-1.69921e-05,0.000406823,-0.000322222
-0.0198364,0.0373535,0,0.000258302,2.41951e-05,-0.000178367,-1.75984e-05,0.000407247,-0.000314683
-0.0198364,0.0373535,-0.024353,0.000260839,2.41049e-05,-0.000180123,-1.54581e-05,0.000410581,-0.000318982
-0.00793457,0.00415039,0.0974121,0.000258357,2.97837e-05,-0.000183997,-1.2835e-05,0.000415812,-0.000312631
-0.0198364,-0.0124512,-0.0324707,0.000261512,2.8396e-05,-0.000185786,-1.46689e-05,0.000419429,-0.000313242
-0.0158691,-0.0539551,-0.0649414,0.000266526,2.7305e-05,-0.000181254,-1.64384e-05,0.000417112,-0.000319829
-0.0674438,-0.0332031,-0.0324707,0.000267076,2.71708e-05,-0.000182304,-1.94273e-05,0.00041974,-0.000318775
-0.0238037,-0.0290527,0,0.000269544,3.09493e-05,-0.000181781,-1.83614e-05,0.000420477,-0.000317775
-0.0634766,-0.0166016,0.0649414,0.000269829,3.15834e-05,-0.000184277,-2.26729e-05,0.000425126,-0.000315836
-0.0793457,-0.020752,0.0405884,0.000271833,3.32109e-05,-0.00018534,-2.39168e-05,0.000427701,-0.000319144
-0.0674438,0.0332031,0.0405884,0.000273226,2.65243e-05,-0.000183857,-2.75928e-05,0.000428037,-0.000321639
-0.0198364,0.0705566,0.00811768,0.000274391,3.84283e-05,-0.000185677,-2.9612e-05,0.000431772,-0.000310284
0.00793457,0.0913086,0.0324707,0.000276203,2.96596e-05,-0.000186222,-3.0219e-05,0.000433635,-0.00032088
0.0396729,0.0913086,0.00811768,0.000277344,3.77739e-05,-0.000184764,-3.36616e-05,0.000433969,-0.000312759
0.0674438,0.145264,0.0730591,0.000276471,4.53288e-05,-0.000190275,-3.04499e-05,0.000437249,-0.000308989
0.0674438,0.145264,0.0324707,0.000278903,4.45792e-05,-0.000186891,-3.91745e-05,0.000439725,-0.000306975
0.0396729,0.190918,0.0162354,0.000278072,3.75591e-05,-0.00018868,-4.11016e-05,0.0004427,-0.000314711
0.0872803,0.190918,0.113647,0.000281915,5.15994e-05,-0.000187122,-3.64541e-05,0.000439118,-0.00030394
0.0515747,0.161865,-0.024353,0.000281121,5.28597e-05,-0.000190027,-4.3439e-05,0.000445904,-0.000298628
0.0357056,0.199219,0.00811768,0.000285027,5.37185e-05,-0.000189564,-3.96362e-05,0.000442031,-0.000300959
0.0198364,0.21167,-0.0162354,0.000283129,5.56266e-05,-0.000193146,-4.33158e-05,0.000449288,-0.00029768
0.0396729,0.20752,-0.00811768,0.000286521,5.7031e-05,-0.000188068,-4.48386e-05,0.000445796,-0.000299267
0.0238037,0.190918,-0.0162354,0.000286112,6.03935e-05,-0.000191699,-4.37705e-05,0.00044911,-0.000295383
0.00793457,0.190918,0.00811768,0.000287987,6.3477e-05,-0.000190412,-4.43816e-05,0.000448831,-0.000295936
-0.0119019,0.195068,-0.0892944,0.000286456,7.0898e-05,-0.000192023,-4.31582e-05,0.000450941,-0.000288127
0.0515747,0.21167,-0.0162354,0.000289072,7.06261e-05,-0.000193249,-4.57885e-05,0.000451865,-0.000288064
0.0357056,0.195068,0.00811768,0.000290346,7.47873e-05,-0.000194483,-3.85809e-05,0.000451287,-0.000288742
-0.0238037,0.190918,0.0730591,0.000290653,7.55676e-05,-0.000192476,-4.53128e-05,0.000452317,-0.000285512
-0.0238037,0.174316,0.0162354,0.000292735,8.20936e-05,-0.000193104,-4.30116e-05,0.000451938,-0.000283756
-0.0238037,0.174316,-0.0162354,0.000294002,8.41054e-05,-0.000193935,-4.19202e-05,0.000453167,-0.00027885
-0.00793457,0.124512,-0.0811768,0.000292783,8.39386e-05,-0.000196211,-4.47502e-05,0.000456889,-0.000279943
-0.00396729,0.0871582,0.0730591,0.000296042,8.8721e-05,-0.000193672,-4.44208e-05,0.000452662,-0.000275474
-0.0238037,0.0913086,-0.024353,0.000296106,8.92286e-05,-0.00019487,-4.45728e-05,0.000454977,-0.000276019
0.00793457,0.0913086,0.0405884,0.000294768,9.48555e-05,-0.000197599,-4.33686e-05,0.000459087,-0.000273774
0.027771,0.0539551,0.0405884,0.000294947,0.000101173,-0.000198885,-3.90594e-05,0.00046022,-0.00026721
-0.00396729,0.0332031,0.0730591,0.000299065,0.000101821,-0.000194807,-3.92456e-05,0.00045671,-0.000269785
-0.0198364,0.0373535,0.0405884,0.000297663,9.8441e-05,-0.000200226,-3.21886e-05,0.000462822,-0.000278471
-0.0396729,0.020752,-0.0974121,0.000296731,0.000109059,-0.000201494,-3.81678e-05,0.000464392,-0.000264197
-0.0515747,-0.0166016,-0.0324707,0.000298447,0.000110392,-0.000200107,-3.57572e-05,0.000464541,-0.000265252
-0.0634766,-0.020752,0.129883,0.000297502,0.000117165,-0.000200543,-3.30547e-05,0.00046472,-0.000261119
-0.0357056,0,0.0974121,0.00029666,0.000109439,-0.000202024,-3.66194e-05,0.000467224,-0.000265331
-0.0515747,0.0166016,0.0649414,0.000296527,0.00011936,-0.000204621,-3.76621e-05,0.000469214,-0.000252903
-0.0476074,-0.00415039,0.0324707,0.000294101,0.000123665,-0.0002062,-3.40293e-05,0.000472069,-0.000252268
-0.0634766,0.0332031,0.0405884,0.000294826,0.000122008,-0.000204705,-3.40014e-05,0.000472209,-0.000253313
-0.0714111,0.0581055,-0.024353,0.000293273,0.000141572,-0.000207622,-2.84379e-05,0.000473243,-0.00024156
-0.0872803,0.0581055,0.024353,0.000296933,0.000133224,-0.000204448,-3.12949e-05,0.000470264,-0.000249855
-0.0714111,0.0581055,-0.0324707,0.000296184,0.00014436,-0.000203812,-3.03194e-05,0.000470674,-0.000239547
-0.0357056,0.0664063,0.0487061,0.000296882,0.000142088,-0.000202787,-3.34916e-05,0.000472656,-0.000242014
-0.0317383,0.0498047,-0.0162354,0.000294944,0.000146629,-0.000205731,-3.43813e-05,0.000477378,-0.000233628
-0.0674438,0.0373535,-0.0324707,0.000293732,0.000147501,-0.000205856,-3.55963e-05,0.000479292,-0.000233989
-0.0198364,0.00415039,0,0.000291777,0.000152985,-0.000209444,-3.38953e-05,0.000482898,-0.000227626
-0.0357056,0.0166016,0,0.000292734,0.000158983,-0.000205192,-3.53786e-05,0.000480501,-0.0002247
-0.0317383,-0.0373535,0,0.000289822,0.000168867,-0.000205302,-3.51089e-05,0.000482783,-0.000214363
-0.0357056,-0.0664063,0.024353,0.000293679,0.000163399,-0.000207202,-3.24167e-05,0.000482176,-0.000221407
-0.0198364,-0.0456543,-0.0405884,0.000290287,0.000165361,-0.000209504,-3.6014e-05,0.000489128,-0.000220519
0.0119019,-0.0332031,-0.024353,0.000289429,0.00017221,-0.000209236,-3.34733e-05,0.000488779,-0.000214379
0.0317383,-0.0498047,-0.0324707,0.000290222,0.000168543,-0.000209883,-3.1304e-05,0.000487759,-0.000220523
0.0436401,-0.0498047,-0.0405884,0.000289093,0.000176867,-0.000207557,-4.26703e-05,0.000491332,-0.00020806
0.0238037,-0.0622559,0.0162354,0.000288126,0.00017744,-0.000212051,-3.5903e-05,0.000494797,-0.000212756
-0.0357056,-0.0456543,-0.0649414,0.00028586,0.000182309,-0.00021279,-3.88182e-05,0.000497866,-0.000203604
-0.0317383,-0.0498047,-0.024353,0.000287349,0.000186127,-0.000209806,-3.63951e-05,0.00049496,-0.000202693
-0.0634766,-0.020752,0.0649414,0.00028764,0.000191602,-0.000212187,-3.32764e-05,0.000496478,-0.000195314
-0.0634766,-0.0539551,0.0568237,0.000283777,0.000190767,-0.000219296,-3.46682e-05,0.00050387,-0.000198539
-0.0991821,-0.0664063,-0.0405884,0.000285428,0.00019547,-0.000214482,-3.17131e-05,0.000500246,-0.00019841
-0.083313,-0.0664063,0.024353,0.000284897,0.000194247,-0.000215634,-3.45515e-05,0.000501717,-0.000194671
-0.0674438,-0.0830078,-0.0730591,0.000281865,0.000194421,-0.000217658,-3.32446e-05,0.000505529,-0.000196675
-0.0158691,-0.0705566,0.0324707,0.00028452,0.000203166,-0.000215888,-3.44034e-05,0.000500811,-0.000190685
-0.0634766,-0.0705566,0,0.000283859,0.000206631,-0.000216015,-3.1947e-05,0.000502947,-0.000185991
-0.0952148,-0.10376,0,0.000285264,0.000207101,-0.000213532,-3.24723e-05,0.000501537,-0.000187173
-0.126953,-0.120361,0.024353,0.000278161,0.000211758,-0.000217055,-3.99018e-05,0.000510276,-0.000178825
-0.0952148,-0.10791,0.024353,0.000283617,0.000210822,-0.000215437,-3.67885e-05,0.000507877,-0.000186518
-0.0952148,-0.120361,-0.0405884,0.000281243,0.00021193,-0.000217496,-3.92973e-05,0.000510879,-0.000182964
-0.083313,-0.0996094,-0.138,0.000280462,0.000216702,-0.000216806,-4.05016e-05,0.000511781,-0.000179863
-0.0674438,-0.132813,-0.138,0.000280341,0.0002193,-0.000215566,-4.19033e-05,0.000510516,-0.000174687
-0.0476074,-0.0539551,-0.0568237,0.000279818,0.000217613,-0.000216999,-4.03001e-05,0.00051342,-0.000176467
-0.0476074,-0.0705566,-0.0892944,0.000278744,0.000219998,-0.000219513,-4.03714e-05,0.000516826,-0.000173575
-0.0515747,-0.0830078,-0.129883,0.000279669,0.000222851,-0.00021666,-4.25405e-05,0.000515063,-0.000172197
-0.083313,-0.132813,-0.0487061,0.000280652,0.000221877,-0.000214118,-4.45081e-05,0.000514398,-0.000172772
-0.0952148,-0.10376,-0.0324707,0.000280394,0.000221753,-0.000214093,-4.56002e-05,0.000515035,-0.000172693
-0.083313,-0.116211,-0.10553,0.00027614,0.000229816,-0.000216491,-4.61485e-05,0.000518405,-0.00016434
-0.0634766,-0.116211,-0.10553,0.000279731,0.000229242,-0.000216268,-4.45117e-05,0.000516069,-0.000166472
-0.0317383,-0.0871582,-0.10553,0.000278441,0.000226672,-0.00021768,-4.74306e-05,0.000520523,-0.000169397
-0.0634766,-0.0871582,-0.0974121,0.000275763,0.000230217,-0.000220365,-4.94324e-05,0.00052415,-0.000165593
-0.0317383,-0.0871582,-0.0568237,0.000277353,0.000231936,-0.000216543,-4.9723e-05,0.000520836,-0.000162399
-0.0515747,-0.0788574,-0.0730591,0.000278742,0.000230284,-0.000213454,-5.49521e-05,0.000520014,-0.000162323
-0.0396729,-0.0788574,0.0162354,0.000275295,0.000232125,-0.000220997,-5.34095e-05,0.000527313,-0.000162677
-0.0357056,-0.0705566,0.0892944,0.000275813,0.000229853,-0.000218834,-5.44204e-05,0.000526139,-0.000164103
-0.0158691,-0.0498047,0.0974121,0.000275829,0.000234029,-0.000220227,-5.47377e-05,0.000528596,-0.000159288
0.00793457,-0.0622559,-0.0730591,0.000272551,0.000240905,-0.000220178,-5.58448e-05,0.000529695,-0.000153606
0.0119019,-0.0332031,-0.0324707,0.000273279,0.000234116,-0.000221197,-5.79971e-05,0.000531598,-0.000159865
-0.0198364,-0.0664063,-0.0649414,0.000275064,0.000234575,-0.000219024,-6.17495e-05,0.000529555,-0.000158501
-0.0238037,-0.074707,-0.00811768,0.000270908,0.000240892,-0.000221829,-5.7509e-05,0.000533728,-0.000152438
-0.00793457,-0.074707,0.0162354,0.000273028,0.000229782,-0.000223414,-6.25144e-05,0.000535079,-0.000163915
-0.0158691,-0.0705566,0.0324707,0.000272283,0.000238446,-0.000220191,-5.93779e-05,0.00053337,-0.00015785
-0.027771,-0.074707,0.0487061,0.000271921,0.000228492,-0.000221711,-6.12671e-05,0.000536005,-0.000167943
-0.0515747,-0.116211,-0.0405884,0.000273041,0.000233601,-0.000222165,-6.37349e-05,0.000537941,-0.000162467
0.00793457,-0.0913086,-0.0487061,0.000272677,0.000235237,-0.000221316,-6.454e-05,0.000537351,-0.000158708
0.0396729,-0.0622559,-0.10553,0.000272625,0.000237671,-0.000220347,-6.51195e-05,0.00053642,-0.000159219
0.0476074,-0.020752,0.00811768,0.000271274,0.000233522,-0.000224974,-6.94982e-05,0.000540934,-0.000155246
0.0119019,-0.0664063,-0.0324707,0.00027157,0.00023689,-0.000221137,-6.59914e-05,0.000540069,-0.000157074
-0.00396729,-0.0456543,-0.0730591,0.000272921,0.000239117,-0.000219745,-6.85451e-05,0.000537733,-0.000151174
-0.00396729,-0.0166016,0.0649414,0.000272652,0.000233396,-0.000222011,-7.39401e-05,0.000539468,-0.000157092
-0.0515747,0.020752,0.0405884,0.000272509,0.000238105,-0.000221881,-6.81654e-05,0.000540362,-0.000155906
-0.0198364,-0.0124512,-0.0324707,0.000273465,0.00023755,-0.000220849,-6.978e-05,0.000539847,-0.00015632
-0.0396729,-0.0249023,-0.0162354,0.000273151,0.000233236,-0.000219679,-7.60296e-05,0.000538633,-0.000159139
-0.0238037,0.0373535,-0.0324707,0.000274333,0.000237968,-0.000220935,-6.73337e-05,0.000539447,-0.000158099
-0.0238037,0.020752,-0.0487061,0.000272279,0.000237736,-0.000223023,-6.9661e-05,0.00054083,-0.000155322
-0.00396729,0.0166016,0.00811768,0.000273075,0.000239703,-0.000220759,-7.02579e-05,0.000539446,-0.000150794
-0.00396729,-0.0332031,0,0.000274115,0.000237276,-0.000221878,-7.06863e-05,0.00053954,-0.000155613
-0.0515747,0.0166016,-0.0974121,0.000274318,0.000235865,-0.000220921,-7.19079e-05,0.000539907,-0.000157162
-0.0872803,-0.0124512,0.024353,0.000273256,0.00023661,-0.000221732,-7.22252e-05,0.000541905,-0.000154457
-0.0396729,-0.00830078,-0.0405884,0.000273045,0.000237833,-0.000222127,-7.13711e-05,0.000541404,-0.000153125
-0.0357056,0.00415039,-0.0649414,0.000272115,0.000239039,-0.000224416,-7.17019e-05,0.00054332,-0.000152352
-0.0476074,0,0.00811768,0.00027312,0.000236808,-0.000222912,-6.99419e-05,0.000543819,-0.000158831
-0.0793457,-0.00415039,0.00811768,0.000272227,0.000241314,-0.000224168,-6.80442e-05,0.000543587,-0.000150904
-0.083313,-0.0290527,-0.0405884,0.000272267,0.000239914,-0.000223702,-6.90201e-05,0.000544958,-0.000153874
-0.0714111,-0.0290527,-0.0405884,0.000272616,0.000239985,-0.000222325,-6.88735e-05,0.000544129,-0.000156364
-0.0674438,0.020752,-0.121765,0.000272998,0.00023901,-0.000223797,-7.07419e-05,0.000546146,-0.000156073
-0.0357056,0.0166016,-0.121765,0.000271799,0.000237413,-0.000224656,-6.99772e-05,0.000547463,-0.000155084
-0.0357056,-0.0166016,-0.0324707,0.000271061,0.000234212,-0.000224739,-7.48501e-05,0.000547294,-0.000157318
-0.0357056,-0.0166016,-0.0974121,0.000271465,0.000237378,-0.000225949,-7.17021e-05,0.000548485,-0.000156581
-0.0198364,0.0332031,-0.0568237,0.000271621,0.000236521,-0.000223428,-7.38608e-05,0.000546415,-0.000154468
-0.0198364,-0.0166016,-0.024353,0.000266421,0.000233818,-0.000228312,-7.23506e-05,0.000552936,-0.00015747
-0.0515747,-0.0290527,-0.0405884,0.00027064,0.000233656,-0.000226391,-7.32742e-05,0.000549893,-0.000158292
-0.0198364,-0.0664063,-0.0405884,0.000271197,0.000234794,-0.000223176,-7.26181e-05,0.000547813,-0.000160964
-0.0515747,-0.0166016,0.0324707,0.00027071,0.000235308,-0.000225659,-7.04511e-05,0.000550209,-0.000162947
-0.0198364,-0.0166016,0.0649414,0.000268667,0.000237892,-0.000229998,-7.35705e-05,0.000551743,-0.00015198
-0.00396729,-0.0498047,0,0.000267623,0.000235022,-0.000229792,-7.47024e-05,0.000555633,-0.000159338
-0.0198364,-0.0332031,0,0.000270888,0.000234677,-0.000227701,-7.11769e-05,0.000550677,-0.000158913
-0.0198364,-0.0166016,0.0649414,0.000272304,0.000234146,-0.000225955,-7.18052e-05,0.000547974,-0.00015793
-0.0198364,-0.0332031,0,0.000266422,0.000231065,-0.000230557,-7.65316e-05,0.000556297,-0.000157227
-0.00793457,-0.0290527,-0.0974121,0.000268883,0.000231073,-0.000228603,-7.59045e-05,0.000555266,-0.000159685
0.0119019,0,-0.0892944,0.000268652,0.000232216,-0.000228447,-7.69931e-05,0.000554667,-0.000161334
