f0,f1,f2,e0,e1,e2,e3,e4,e5
0.491943,-0.431641,-10.0497,0.000277476,-2.45806e-06,-0.0115034,0.0005462,0.00190686,-6.92163e-06
0.464172,-0.468994,-10.1146,0.000275525,-4.43391e-06,-0.011508,0.000547242,0.00191092,-1.63214e-05
0.495911,-0.468994,-10.1146,0.000275566,6.14609e-07,-0.0115071,0.00055193,0.00190971,-1.88601e-05
0.495911,-0.481445,-10.1796,0.000274287,6.37887e-06,-0.011505,0.000547849,0.00190766,-1.12809e-05
0.575256,-0.506348,-10.1471,0.000274592,6.10695e-06,-0.011505,0.000548037,0.00190864,-1.82455e-05
0.591125,-0.468994,-10.1796,0.000272267,6.56961e-06,-0.0115073,0.000547594,0.0019106,-2.10776e-05
0.606995,-0.502197,-10.2445,0.000274143,5.11533e-06,-0.0115114,0.000551953,0.00191196,-2.81904e-05
0.626831,-0.473145,-10.1146,0.00027154,5.04959e-06,-0.0115126,0.000548383,0.0019157,-3.00177e-05
0.622864,-0.502197,-10.212,0.000271518,1.65765e-05,-0.0115062,0.000558013,0.00191092,-2.24454e-05
0.606995,-0.485596,-10.0822,0.000270688,1.06791e-05,-0.0115072,0.000551597,0.00191203,-2.81541e-05
0.606995,-0.502197,-10.0903,0.000265429,1.22877e-05,-0.011515,0.000549746,0.00191938,-2.80697e-05
0.575256,-0.518799,-10.1877,0.000267286,1.41842e-05,-0.0115073,0.000551355,0.00191268,-2.94895e-05
0.531616,-0.506348,-10.212,0.000266712,8.80817e-06,-0.0115126,0.000545337,0.00191275,-2.68345e-05
0.515747,-0.522949,-10.1796,0.000268272,1.98789e-05,-0.0115063,0.000556637,0.00190727,-2.53221e-05
0.495911,-0.518799,-10.1877,0.000265418,1.62613e-05,-0.0115096,0.000547853,0.00191115,-2.68093e-05
0.523682,-0.502197,-10.2202,0.000267869,1.97945e-05,-0.0115073,0.000551793,0.00190534,-2.13576e-05
0.523682,-0.468994,-10.1227,0.000266142,2.5139e-05,-0.0115077,0.000549964,0.00190708,-1.59279e-05
0.539551,-0.452393,-10.0822,0.000264538,2.31674e-05,-0.011507,0.000547737,0.00190398,-1.53712e-05
0.523682,-0.415039,-10.1146,0.000265041,2.1719e-05,-0.0115079,0.000546242,0.00190756,-1.82285e-05
0.543518,-0.402588,-10.074,0.00026393,2.84062e-05,-0.0115096,0.000545599,0.00190483,-1.05176e-05
0.523682,-0.365234,-10.074,0.00026266,2.68532e-05,-0.0115086,0.000547167,0.00190464,-1.15028e-05
0.523682,-0.365234,-10.074,0.000262434,3.24813e-05,-0.01151,0.000546475,0.00190538,-1.05529e-05
0.507813,-0.352783,-10.074,0.000260091,2.91376e-05,-0.011511,0.000546246,0.00190619,-9.59164e-06
0.491943,-0.352783,-10.0659,0.000260645,3.66291e-05,-0.0115097,0.000546236,0.0019061,-3.23069e-06
0.440369,-0.377686,-10.1065,0.000262594,3.23742e-05,-0.0115076,0.000549112,0.00190035,-7.7698e-06
0.436401,-0.327881,-10.0984,0.000260405,2.93151e-05,-0.0115078,0.000545031,0.00190357,-9.60722e-06
0.404663,-0.32373,-10.1065,0.000263324,2.7757e-05,-0.0115046,0.000540445,0.00189998,-8.25871e-06
0.404663,-0.294678,-10.0416,0.000259337,3.49115e-05,-0.0115072,0.000544831,0.00190243,1.64735e-06
0.388794,-0.290527,-10.1146,0.000258826,3.47304e-05,-0.0115056,0.000540222,0.00190114,1.28391e-06
0.452271,-0.224121,-9.94415,0.000260429,3.88888e-05,-0.0115061,0.000540981,0.00190102,2.60585e-06
0.452271,-0.190918,-9.96851,0.000261061,4.00893e-05,-0.0115048,0.000542736,0.00189974,4.76847e-06
0.495911,-0.20752,-10.0253,0.000256689,4.50659e-05,-0.0115086,0.00054536,0.00190415,7.76923e-06
0.46814,-0.190918,-9.90356,0.000257952,4.37583e-05,-0.011506,0.000538814,0.00190151,7.68608e-06
0.404663,-0.224121,-9.96851,0.000257175,4.52453e-05,-0.0115065,0.000534902,0.00189885,1.15102e-05
0.404663,-0.224121,-10.001,0.000261174,4.13888e-05,-0.0115041,0.000534664,0.00189526,8.45473e-06
0.388794,-0.257324,-10.0091,0.000258994,4.49823e-05,-0.0115047,0.000535596,0.00189618,1.09012e-05
0.388794,-0.257324,-9.97662,0.000258864,4.05424e-05,-0.0115042,0.000533862,0.00189585,7.56297e-06
0.388794,-0.261475,-9.96851,0.00026066,4.61681e-05,-0.0115031,0.000534453,0.00189224,1.61132e-05
0.436401,-0.261475,-10.001,0.000258778,3.69097e-05,-0.0115056,0.000532066,0.00189573,5.57846e-06
0.452271,-0.257324,-9.94415,0.000258505,4.60223e-05,-0.0115032,0.000535843,0.00189632,1.29794e-05
0.456238,-0.244873,-9.96851,0.000258305,4.4335e-05,-0.0115077,0.000529551,0.0018955,1.55228e-05
0.46814,-0.240723,-10.0334,0.000259898,4.06184e-05,-0.0115062,0.000529374,0.00189359,1.2777e-05
0.456238,-0.261475,-10.001,0.000261314,4.24267e-05,-0.0115042,0.00052806,0.00189195,1.56944e-05
0.460205,-0.232422,-9.99286,0.000258308,3.6982e-05,-0.0115058,0.000531878,0.00189679,5.27471e-06
0.444336,-0.265625,-9.92792,0.000257177,4.71419e-05,-0.0115036,0.000528648,0.00189532,1.98376e-05
0.444336,-0.265625,-9.96851,0.000258361,4.15736e-05,-0.0115064,0.000528187,0.00189452,1.30737e-05
0.444336,-0.298828,-9.96851,0.000257287,4.30737e-05,-0.0115085,0.000529462,0.00189515,1.13474e-05
0.376892,-0.332031,-9.97662,0.000255785,4.58711e-05,-0.0115065,0.000525758,0.0018964,1.78243e-05
0.396729,-0.336182,-10.001,0.000251859,4.68109e-05,-0.0115086,0.000529358,0.00190108,1.60837e-05
0.380859,-0.302979,-9.86298,0.000255657,4.13773e-05,-0.0115049,0.000525962,0.00189829,1.14388e-05
0.396729,-0.302979,-10.0578,0.000253856,4.25227e-05,-0.011508,0.000521209,0.00189689,1.29252e-05
0.396729,-0.31958,-10.0253,0.000255349,5.17254e-05,-0.011506,0.000519772,0.00189386,2.83879e-05
0.412598,-0.298828,-10.0334,0.000254875,4.82024e-05,-0.0115063,0.000521714,0.00189436,2.26505e-05
0.396729,-0.298828,-9.97662,0.000254939,4.75123e-05,-0.0115054,0.000523704,0.00189411,1.993e-05
0.4245,-0.298828,-10.001,0.000251147,4.97047e-05,-0.0115081,0.000521873,0.00189694,2.449e-05
0.460205,-0.286377,-10.001,0.000248581,4.8036e-05,-0.0115108,0.000521681,0.00190077,2.07484e-05
0.476074,-0.302979,-10.0578,0.000251599,4.81822e-05,-0.0115079,0.000521147,0.00189696,2.69028e-05
0.428467,-0.352783,-9.96851,0.000246338,5.61662e-05,-0.0115113,0.000522022,0.00190338,3.32735e-05
0.428467,-0.369385,-9.94415,0.000249542,4.72188e-05,-0.0115086,0.000516442,0.00189902,2.41824e-05
0.412598,-0.398438,-10.0416,0.000250983,4.18614e-05,-0.0115091,0.000523671,0.00189699,2.17774e-05
0.380859,-0.369385,-10.0416,0.000247193,5.72024e-05,-0.0115087,0.000525515,0.00189795,2.9463e-05
0.400696,-0.406738,-9.94415,0.000247558,5.17935e-05,-0.0115113,0.000515076,0.00189898,3.00655e-05
0.400696,-0.406738,-10.0091,0.000249831,5.11566e-05,-0.0115064,0.000517163,0.00189646,2.61182e-05
0.432434,-0.406738,-10.001,0.000248115,5.00596e-05,-0.0115087,0.000509122,0.00189625,2.92235e-05
0.448303,-0.439941,-9.97662,0.000249024,4.85204e-05,-0.0115086,0.000514629,0.00189595,2.64516e-05
0.495911,-0.406738,-10.0334,0.000253388,4.44423e-05,-0.0115048,0.000511572,0.00189144,2.05607e-05
0.464172,-0.406738,-9.97662,0.000248741,4.63276e-05,-0.011509,0.000514696,0.00189514,2.83075e-05
0.46814,-0.406738,-10.001,0.000247851,4.16873e-05,-0.0115065,0.0005086,0.00189629,2.91182e-05
0.484009,-0.410889,-10.0334,0.00025008,3.96254e-05,-0.0115058,0.000507475,0.00189155,2.48159e-05
0.484009,-0.42334,-10.0659,0.000249377,4.15224e-05,-0.0115056,0.000506629,0.00189276,2.21599e-05
0.484009,-0.439941,-10.0984,0.000250829,3.93031e-05,-0.0115052,0.000510452,0.00189328,1.77546e-05
0.452271,-0.473145,-10.0497,0.000247797,4.40482e-05,-0.0115063,0.000508354,0.00189481,2.69881e-05
0.432434,-0.489746,-9.98474,0.000248002,4.3032e-05,-0.0115082,0.000507572,0.00189574,2.47684e-05
0.448303,-0.489746,-10.1146,0.000248381,4.20742e-05,-0.0115078,0.00051114,0.00189421,2.33769e-05
0.480042,-0.473145,-10.1065,0.000249162,4.10865e-05,-0.0115056,0.000505151,0.00189272,2.51629e-05
0.51178,-0.439941,-10.074,0.000253019,2.90411e-05,-0.0115032,0.000504552,0.00188987,1.26956e-05
0.527649,-0.435791,-10.074,0.000252378,3.60923e-05,-0.0115047,0.000505264,0.00189257,1.88633e-05
0.527649,-0.419189,-10.0416,0.000253241,3.15156e-05,-0.0115029,0.000501138,0.00189178,1.27923e-05
0.543518,-0.435791,-10.1065,0.000246196,3.81258e-05,-0.01151,0.000499381,0.00189777,2.46163e-05
0.523682,-0.435791,-10.0822,0.000250038,2.95394e-05,-0.0115086,0.00049435,0.00189563,1.42709e-05
0.543518,-0.419189,-10.0091,0.000249784,2.51185e-05,-0.0115086,0.000499594,0.00189651,9.08505e-06
0.539551,-0.435791,-10.0172,0.000250369,2.44936e-05,-0.011508,0.000495498,0.0018963,8.62517e-06
0.51178,-0.435791,-10.0416,0.000250316,2.25174e-05,-0.0115073,0.000493419,0.001894,9.83813e-06
0.507813,-0.431641,-10.0497,0.000250107,2.14569e-05,-0.0115057,0.000489609,0.00189469,1.32619e-05
0.503845,-0.444092,-10.0497,0.000250735,3.22434e-05,-0.0115041,0.000491628,0.0018936,1.56078e-05
0.519714,-0.42749,-10.0578,0.00025352,2.86708e-05,-0.0114997,0.000492379,0.0018899,1.33818e-05
0.535583,-0.42749,-10.0578,0.000249838,2.60827e-05,-0.0115049,0.000489311,0.00189419,1.28308e-05
0.535583,-0.410889,-10.0578,0.000253116,3.00262e-05,-0.0115014,0.000491093,0.00188978,1.61462e-05
0.539551,-0.394287,-10.0253,0.000251168,2.28522e-05,-0.0115045,0.000488474,0.00189264,1.45827e-05
0.571289,-0.365234,-9.9198,0.000249639,2.65531e-05,-0.0115025,0.000485976,0.00189264,1.54066e-05
0.646667,-0.361084,-9.97662,0.000250938,2.71997e-05,-0.0115061,0.000488449,0.00189563,1.5688e-05
0.614929,-0.377686,-9.95227,0.000250053,2.28931e-05,-0.0115049,0.000488537,0.00189531,1.18021e-05
0.583191,-0.340332,-9.99286,0.000247064,2.87668e-05,-0.0115025,0.000489474,0.00189379,1.76083e-05
0.551453,-0.373535,-9.99286,0.000252839,2.11874e-05,-0.0115011,0.000486951,0.00189056,1.00801e-05
0.583191,-0.394287,-9.96039,0.000250588,2.00178e-05,-0.0115045,0.000482884,0.00189376,1.18905e-05
0.523682,-0.377686,-9.99286,0.000250093,2.30042e-05,-0.0115013,0.000484643,0.00189105,1.75167e-05
0.535583,-0.377686,-9.99286,0.000251569,2.19402e-05,-0.0115025,0.000483538,0.00189192,1.43607e-05
0.503845,-0.356934,-9.96039,0.000252082,1.20368e-05,-0.0115024,0.00048214,0.00189223,4.89692e-06
0.563354,-0.373535,-9.90356,0.000250916,1.47215e-05,-0.0115053,0.000482001,0.00189459,4.27763e-06
0.563354,-0.336182,-10.0903,0.000251046,2.26332e-05,-0.0115024,0.000482279,0.00189193,1.30441e-05
0.610962,-0.336182,-9.99286,0.000249247,1.16935e-05,-0.0115063,0.000481803,0.00189571,3.09304e-06
0.610962,-0.31958,-9.98474,0.000251065,1.70718e-05,-0.0115064,0.000482353,0.00189392,9.0775e-06
0.579224,-0.32373,-9.95227,0.000251581,1.64368e-05,-0.0115026,0.000483223,0.00189084,9.33295e-06
0.563354,-0.31958,-9.95227,0.000252843,1.1665e-05,-0.0115019,0.000480982,0.00189064,6.82552e-06
0.595093,-0.302979,-10.0253,0.000252503,2.21079e-05,-0.011502,0.000482535,0.0018917,1.11592e-05
0.579224,-0.336182,-10.0253,0.000250408,1.8127e-05,-0.0115025,0.000482566,0.00189272,7.59328e-06
0.547485,-0.336182,-10.0253,0.000250491,1.66328e-05,-0.0115052,0.000483612,0.00189494,3.64567e-06
0.531616,-0.373535,-10.0497,0.000254363,1.62481e-05,-0.0114983,0.000486881,0.00188602,3.7559e-06
0.503845,-0.377686,-10.0172,0.000252156,1.59754e-05,-0.0115021,0.000481753,0.00189138,6.40977e-06
0.519714,-0.373535,-10.0172,0.000252145,1.82453e-05,-0.0115009,0.000482517,0.00189008,8.51131e-06
0.519714,-0.373535,-10.1227,0.00025298,1.55125e-05,-0.0115,0.000480663,0.00188989,5.51164e-06
0.531616,-0.369385,-10.1877,0.00025377,1.94796e-05,-0.0115002,0.000490239,0.00188906,3.95545e-06
0.547485,-0.385986,-10.1958,0.000250852,1.43913e-05,-0.0115059,0.000480318,0.0018942,5.44063e-06
0.579224,-0.336182,-10.1227,0.000255369,2.12962e-05,-0.0115011,0.000493025,0.00188488,6.55195e-06
0.579224,-0.336182,-10.0497,0.000254492,1.7697e-05,-0.0114995,0.000484805,0.00188585,9.28067e-06
0.614929,-0.340332,-10.0822,0.000251688,1.4146e-05,-0.0115031,0.000480941,0.00189206,7.98918e-06
0.630798,-0.373535,-10.0497,0.000254048,1.62191e-05,-0.011501,0.000487402,0.00188642,3.1841e-06
0.59906,-0.390137,-10.0822,0.00025163,1.47527e-05,-0.0115016,0.000482623,0.00189098,5.89212e-06
0.583191,-0.406738,-10.0659,0.000251883,1.89058e-05,-0.0115008,0.000486878,0.00188681,8.2165e-06
0.551453,-0.456543,-10.0659,0.000252412,1.69354e-05,-0.0115039,0.000484358,0.00189008,5.05763e-06
0.507813,-0.460693,-10.1633,0.000253108,1.14228e-05,-0.0115051,0.00049053,0.00189214,-2.64363e-06
0.571289,-0.498047,-10.0903,0.00024947,2.71951e-05,-0.0115052,0.000490034,0.00189062,1.49433e-05
0.583191,-0.477295,-10.1309,0.000252812,2.03647e-05,-0.011502,0.000490584,0.00188802,8.4972e-06
0.614929,-0.510498,-10.1958,0.000252591,1.65975e-05,-0.0115022,0.000487736,0.00188806,3.30692e-06
0.59906,-0.473145,-10.1309,0.000253407,2.32541e-05,-0.0115021,0.000489497,0.00188858,9.32552e-06
0.630798,-0.460693,-10.1633,0.000252824,2.10318e-05,-0.0115021,0.000490111,0.00188865,5.8339e-06
0.618896,-0.444092,-10.1877,0.000250073,2.29663e-05,-0.0115083,0.000502164,0.00189252,4.25367e-06
0.622864,-0.481445,-10.1309,0.000252484,1.95475e-05,-0.0115039,0.000496022,0.00189011,4.65811e-06
0.606995,-0.498047,-10.1552,0.000254476,1.37646e-05,-0.0115024,0.000493351,0.00189128,-3.4702e-06
0.622864,-0.485596,-10.1227,0.000250768,1.79693e-05,-0.0115079,0.00049623,0.00189372,4.36637e-06
0.638733,-0.5354,-10.0903,0.000249653,2.04821e-05,-0.0115076,0.000491659,0.00189173,8.70596e-06
0.591125,-0.518799,-10.1552,0.000250921,1.63864e-05,-0.0115065,0.000489678,0.00188997,4.11083e-06
0.543518,-0.572754,-10.1552,0.000254627,2.42877e-05,-0.0115019,0.000494036,0.00188594,7.51854e-06
0.515747,-0.556152,-10.2526,0.000252207,2.21237e-05,-0.0115035,0.000500804,0.00188754,6.87509e-06
0.563354,-0.539551,-10.2445,0.000254694,2.07541e-05,-0.0115066,0.000491404,0.00188921,7.9633e-06
0.551453,-0.543701,-10.1552,0.000257309,1.3666e-05,-0.011501,0.000492665,0.00188409,-2.4001e-06
0.579224,-0.506348,-10.1146,0.000256461,1.17604e-05,-0.0115011,0.000492333,0.00188402,2.07499e-07
0.579224,-0.489746,-10.0822,0.000251168,2.46175e-05,-0.0115079,0.000492632,0.0018904,1.54018e-05
0.579224,-0.522949,-10.1146,0.000257689,1.90742e-05,-0.0115022,0.000492606,0.0018841,4.30443e-06
0.583191,-0.510498,-10.0497,0.000257655,1.59208e-05,-0.0115021,0.000496081,0.00188144,-1.9124e-06
0.567322,-0.477295,-10.074,0.000258028,1.45332e-05,-0.0115023,0.000493431,0.00188232,-1.44932e-06
0.535583,-0.493896,-10.0822,0.000257093,1.67749e-05,-0.0115026,0.000497284,0.00188286,3.30529e-06
0.503845,-0.514648,-9.9198,0.000259748,2.10622e-05,-0.0114991,0.000495834,0.00187957,5.68038e-06
0.487976,-0.477295,-9.98474,0.000258778,1.80237e-05,-0.0114989,0.000493215,0.00187975,3.92632e-06
0.46814,-0.5271,-9.99286,0.000259411,1.65746e-05,-0.011499,0.000498177,0.00187943,2.98699e-08
0.519714,-0.493896,-9.98474,0.000257643,1.69396e-05,-0.0114974,0.000499208,0.00188063,-1.50591e-06
0.487976,-0.493896,-9.98474,0.000257274,1.52732e-05,-0.0114991,0.000498101,0.00188276,-1.68517e-08
0.503845,-0.481445,-10.0091,0.000256942,1.16728e-05,-0.0114991,0.000494684,0.00188509,-5.55041e-06
0.456238,-0.460693,-9.98474,0.000261061,1.83746e-05,-0.0114917,0.000493873,0.00187459,3.26797e-06
0.452271,-0.460693,-9.94415,0.000255547,1.27741e-05,-0.0115022,0.000496483,0.00188672,-1.64647e-06
0.440369,-0.444092,-9.95227,0.000257441,1.51701e-05,-0.0115003,0.00049123,0.00188262,4.05518e-06
0.436401,-0.42749,-9.9198,0.000257625,1.50096e-05,-0.0114979,0.000487266,0.00188097,3.81478e-06
0.46814,-0.410889,-9.93604,0.000256945,1.40554e-05,-0.0115004,0.000491032,0.00188327,-2.84916e-06
0.440369,-0.431641,-9.96851,0.000259117,1.76011e-05,-0.011499,0.000495103,0.00188109,3.7234e-07
0.4245,-0.415039,-9.90356,0.000257386,1.63472e-05,-0.0115004,0.000496178,0.00188275,-2.21469e-06
0.392761,-0.381836,-9.89545,0.000255825,1.28728e-05,-0.0114992,0.000495704,0.00188447,-5.41694e-06
0.388794,-0.377686,-9.83862,0.000257609,1.93493e-05,-0.0114976,0.00049496,0.00188284,4.37347e-06
0.388794,-0.390137,-9.94415,0.000254994,1.94061e-05,-0.0115006,0.000495964,0.00188606,2.80219e-06
0.388794,-0.394287,-9.97662,0.000257804,1.60853e-05,-0.0114994,0.000494824,0.00188333,2.6164e-06
0.388794,-0.356934,-9.96851,0.000259765,1.36912e-05,-0.0114945,0.000492509,0.00187977,-1.49461e-06
0.384827,-0.373535,-9.93604,0.000256604,1.4674e-05,-0.0114987,0.000496634,0.00188296,1.40052e-07
0.432434,-0.373535,-9.87921,0.000256273,1.93099e-05,-0.0114996,0.000496986,0.00188437,3.18967e-06
0.460205,-0.31958,-9.90356,0.000256329,1.37185e-05,-0.0114986,0.000494198,0.00188348,6.43589e-08
0.444336,-0.298828,-10.001,0.000258319,8.4965e-06,-0.0114983,0.000492837,0.00188297,-6.24146e-06
0.444336,-0.31958,-10.001,0.00025809,1.43448e-05,-0.0114976,0.000495479,0.00188238,-4.23401e-06
0.464172,-0.336182,-10.001,0.000258248,1.33309e-05,-0.0114971,0.000495522,0.00188088,-1.66707e-06
0.412598,-0.352783,-10.0334,0.000258257,1.75848e-05,-0.0114987,0.000494855,0.00188306,2.08717e-06
0.428467,-0.332031,-10.074,0.000255008,1.00157e-05,-0.0114989,0.000492012,0.00188625,-3.35152e-06
0.440369,-0.377686,-10.0172,0.000255505,1.60385e-05,-0.0114982,0.000492135,0.00188619,3.78073e-06
0.412598,-0.381836,-10.0822,0.000257101,1.06921e-05,-0.0114986,0.000493089,0.00188609,-3.80719e-06
0.4245,-0.381836,-10.1471,0.000254493,1.02291e-05,-0.0115018,0.000492287,0.00188893,-2.74409e-06
0.440369,-0.377686,-10.1146,0.000253201,2.29607e-05,-0.0114984,0.000495653,0.00188868,5.26932e-06
0.484009,-0.377686,-10.0822,0.000253809,1.80101e-05,-0.0115013,0.000497753,0.00188502,1.7697e-06
0.472107,-0.373535,-10.0822,0.000251673,1.48356e-05,-0.0115025,0.000493347,0.00188977,3.52487e-06
0.515747,-0.340332,-10.1714,0.000254655,1.48832e-05,-0.0114989,0.000495248,0.00188967,-1.49986e-06
0.499878,-0.32373,-10.1796,0.000253094,8.91433e-06,-0.0115015,0.00049646,0.00189194,-5.7378e-06
0.531616,-0.356934,-10.1471,0.00025206,1.39217e-05,-0.0114987,0.000493911,0.00188741,-5.90376e-08
0.551453,-0.377686,-10.1796,0.000250097,1.59472e-05,-0.0115026,0.000496379,0.00189382,5.33145e-07
0.531616,-0.373535,-10.212,0.000254582,1.83726e-05,-0.0114948,0.000494387,0.00188396,5.98496e-07
0.515747,-0.390137,-10.1227,0.000255679,1.04952e-05,-0.0114981,0.000494369,0.00188628,-4.90278e-06
0.499878,-0.390137,-10.1552,0.000252743,1.40445e-05,-0.0115017,0.000493848,0.00188886,3.18423e-06
0.515747,-0.390137,-10.1227,0.000255608,1.45179e-05,-0.0114964,0.000495519,0.00188378,-6.55001e-07
0.519714,-0.390137,-10.1796,0.000252308,1.18226e-05,-0.0115017,0.000496581,0.00189273,-5.84951e-06
0.491943,-0.394287,-10.0172,0.00025705,7.91523e-06,-0.0114976,0.000498124,0.00188593,-1.13362e-05
0.507813,-0.398438,-10.0822,0.000252074,1.94239e-05,-0.0115008,0.00049441,0.00188806,2.74006e-06
0.539551,-0.394287,-10.1471,0.000253952,1.04545e-05,-0.0114987,0.000490993,0.00188759,-3.1412e-06
0.519714,-0.394287,-10.212,0.000254283,1.75072e-05,-0.0115018,0.000493213,0.00188891,2.15669e-07
0.551453,-0.410889,-10.0253,0.000255933,1.13278e-05,-0.0115,0.000493238,0.00188751,-4.29885e-06
0.551453,-0.410889,-10.1227,0.000254263,1.03487e-05,-0.0115015,0.000492173,0.00188944,-5.13398e-06
0.519714,-0.410889,-10.0253,0.000253826,8.00048e-06,-0.0115025,0.000494049,0.00188979,-5.8194e-06
0.551453,-0.394287,-10.0822,0.000256199,1.06092e-05,-0.0114994,0.000492198,0.00188687,-5.35217e-06
0.571289,-0.419189,-10.0172,0.000255449,1.78345e-05,-0.0115003,0.000495526,0.00188459,3.98298e-06
0.539551,-0.448242,-10.1146,0.000255876,1.78142e-05,-0.0115013,0.000496169,0.00188651,3.30338e-06
0.507813,-0.398438,-10.0172,0.000254792,1.57775e-05,-0.0115004,0.000496304,0.00188918,-2.91067e-06
0.51178,-0.435791,-9.98474,0.00025413,1.92086e-05,-0.0115016,0.000498329,0.00188941,2.23544e-06
0.527649,-0.419189,-9.97662,0.00025666,1.26723e-05,-0.0115018,0.000493767,0.00188703,-4.80652e-06
0.51178,-0.456543,-9.85486,0.000258328,8.22602e-06,-0.0114946,0.000492678,0.00188001,-4.33456e-06
0.495911,-0.456543,-9.88733,0.000255387,1.44328e-05,-0.0115015,0.000493919,0.00188565,2.64803e-06
0.480042,-0.439941,-9.88733,0.000253984,1.84255e-05,-0.0115023,0.00050038,0.00188944,-6.22874e-07
0.51178,-0.456543,-9.97662,0.000253802,1.77495e-05,-0.0115009,0.000499198,0.00188821,2.40524e-06
0.484009,-0.444092,-9.97662,0.000260443,1.90739e-05,-0.0114914,0.000496178,0.00187705,5.20273e-06
0.515747,-0.444092,-9.97662,0.000259189,1.57337e-05,-0.0114927,0.000497866,0.00187894,-1.2795e-06
0.472107,-0.410889,-9.87921,0.000258492,1.52644e-05,-0.0114948,0.000496049,0.00188029,-1.72198e-06
0.472107,-0.460693,-9.88733,0.000259185,1.84728e-05,-0.0114938,0.000495601,0.00187932,3.09815e-06
0.487976,-0.448242,-9.87921,0.000260337,1.30695e-05,-0.011493,0.000494674,0.00187923,-4.07054e-06
0.484009,-0.444092,-9.91168,0.000256697,1.64316e-05,-0.0115005,0.000498716,0.00188242,2.78851e-07
0.46814,-0.477295,-9.88733,0.000260885,1.33708e-05,-0.0114938,0.000494467,0.00187926,-3.15982e-06
0.472107,-0.498047,-9.84674,0.000255201,1.47056e-05,-0.0115021,0.000493738,0.0018877,-1.75624e-07
0.503845,-0.477295,-9.9198,0.00025989,1.72559e-05,-0.0114941,0.000499786,0.00187695,6.51507e-07
0.503845,-0.481445,-9.95227,0.000259885,1.77345e-05,-0.0114928,0.000503577,0.00187905,-4.42316e-06
0.487976,-0.444092,-9.91168,0.00026273,1.14926e-05,-0.0114908,0.000493876,0.00187313,-3.46186e-06
0.531616,-0.456543,-9.9198,0.000256101,1.85369e-05,-0.0114968,0.000496899,0.00188483,5.19385e-06
0.515747,-0.456543,-9.98474,0.00025577,1.31916e-05,-0.0115002,0.000498576,0.00188933,-5.82741e-06
0.515747,-0.456543,-9.95227,0.000261884,6.42932e-06,-0.0114957,0.000498813,0.00187843,-1.01013e-05
0.499878,-0.456543,-9.98474,0.000257949,4.80154e-06,-0.0115013,0.000499036,0.001889,-1.60923e-05
0.531616,-0.489746,-10.0172,0.000258473,8.5742e-06,-0.0115008,0.000499823,0.00188548,-1.12128e-05
0.515747,-0.477295,-9.98474,0.000263258,1.39125e-05,-0.0114932,0.000498414,0.00187506,-6.3979e-06
0.519714,-0.460693,-10.0091,0.000263447,1.64059e-05,-0.0114912,0.000505226,0.00187688,-6.69164e-06
0.515747,-0.506348,-10.0497,0.000263001,9.98813e-06,-0.0114931,0.000499841,0.00187477,-1.04228e-05
0.499878,-0.506348,-10.0253,0.000260783,1.07912e-05,-0.011497,0.000499516,0.00187837,-8.65303e-06
0.527649,-0.485596,-10.1227,0.000259478,9.7892e-06,-0.0114975,0.000502068,0.00188154,-1.12393e-05
0.495911,-0.468994,-10.1552,0.000263467,6.14845e-06,-0.0114919,0.000498189,0.00187453,-1.2014e-05
0.527649,-0.502197,-10.1227,0.000262048,9.95752e-06,-0.0114922,0.000499161,0.00187542,-7.46988e-06
0.515747,-0.473145,-10.0822,0.00026123,4.89244e-06,-0.0114979,0.000498503,0.00187967,-1.21378e-05
0.527649,-0.468994,-10.2445,0.000261764,1.3862e-05,-0.0114935,0.000501035,0.00187668,-3.95648e-06
0.559387,-0.452393,-10.1146,0.000261768,5.08898e-06,-0.0114913,0.000503481,0.00187704,-1.4008e-05
0.571289,-0.464844,-10.1796,0.000259658,3.28541e-06,-0.0114989,0.00049949,0.00188124,-1.4494e-05
0.55542,-0.464844,-10.1877,0.00026052,4.75326e-06,-0.0114981,0.000500871,0.00187937,-1.4003e-05
0.527649,-0.448242,-10.1471,0.000261061,-1.3405e-07,-0.0114984,0.000501785,0.00188402,-2.42629e-05
0.539551,-0.448242,-10.1796,0.000260572,7.54651e-06,-0.011493,0.000506464,0.00187836,-1.47408e-05
0.55542,-0.498047,-10.1877,0.000260962,7.05632e-06,-0.0114933,0.000505715,0.00187901,-1.38857e-05
0.587158,-0.460693,-10.1227,0.000260838,7.82413e-06,-0.0114936,0.000506578,0.00187936,-1.73272e-05
0.535583,-0.444092,-10.0903,0.000259138,2.4581e-07,-0.0114978,0.00050166,0.0018825,-1.93488e-05
0.535583,-0.42749,-10.0659,0.000258969,-2.8657e-06,-0.0114982,0.000502795,0.00188321,-2.27655e-05
0.551453,-0.444092,-10.0659,0.000260918,6.13082e-07,-0.0114963,0.000505102,0.00188089,-2.16851e-05
0.571289,-0.415039,-10.0822,0.000263836,-1.73033e-06,-0.0114921,0.000504793,0.00187764,-2.58006e-05
0.571289,-0.410889,-10.0903,0.000261442,2.88383e-07,-0.0114927,0.000505374,0.0018787,-2.23327e-05
0.587158,-0.415039,-10.0578,0.000265035,1.64107e-06,-0.0114853,0.000504894,0.00187072,-2.34268e-05
0.55542,-0.444092,-10.0578,0.000264638,-5.68364e-06,-0.0114945,0.000501304,0.00187819,-2.25567e-05
0.551453,-0.390137,-10.0903,0.000260756,-1.3478e-05,-0.0114979,0.000500041,0.00188279,-3.19914e-05
